Symbol|Issue_Name|Primary_Listing_Mkt
FAXRF|Fairfax Financial Holdings Ltd Cumulative Pfd Shs Ser G (Canada)|U
FAXXF|Fairfax Financial Holdings Ltd Cumulative Pfd Shs Ser H (Canada)|U
FAZ|Direxion Daily Financial Bear 3x Shares|ARCA
FB|Facebook, Inc. Class A Common Stock|NASDAQ
FBAK|First National Bank Alaska Common Stock|U
FBASF|Deutsche Bank Mexico SA Real Estate Investment Trust (Mexico)|U
FBAYF|Kneat Com Inc Ordinary Shares|U
FBBCF|FACB Industries Inc BHD Ordinary Shares (Malaysia)|U
FBBPF|FIBRA PROLOGIS REIT CTFS (Mexico)|U
FBC|Flagstar Bancorp, Inc. New|NYSE
FBCD|FBC Holding, Inc. Common Stock|U
FBCE|FiberCore, Inc. Common Stock|U
FBCI|First Banking Center, Inc. (Wisconsin) Common Stock|U
FBDHF|Fbd Holdings Plc Ordinary Shares (Ireland)|U
FBDHY|Fbd Holdings Plc Unsponsored ADR (Ireland)|U
FBDTF|Blackbird PLC Ordinary Shares|U
FBEC|FBEC Worldwide, Inc. Common Stock|U
FBER|Agritech Worldwide, Inc. Common Stock|U
FBGBY|Fabege AB Unsponsored ADR (Sweden)|U
FBGGF|Fabege AB Shares AK (Sweden)|U
FBGX|UBS AG FI Enhanced Large Cap Growth ETN|ARCA
FBHS|FORTUNE BRANDS HOME & SECURITY, INC.|NYSE
FBIHF|Forebase Intl Hldgs Ltd Ordinary Shares (Hong Kong)|U
FBIO|Fortress Biotech, Inc. Common Stock|NASDAQ
FBIOP|Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock|NASDAQ
FBIP|FNB Bancorp, Inc. (Newtown, PA) Common Stock|U
FBIZ|First Business Financial Services, Inc. Common Stock|NASDAQ
FBK|FB Financial Corporation|NYSE
FBKIF|First International Bank of Israel Ordinary Shares (Israel)|U
FBLQ|Football Equities, Inc. Common Stock|U
FBLV|First Bancorp Inc Lebanon VA CDT-CAP STK|U
FBM|Foundation Building Materials, Inc. Common Stock|NYSE
FBMCF|Buffalo Coal Corp. Ordinary Shares (Canada)|U
FBMS|First Bancshares, Inc.|NASDAQ
FBNC|First Bancorp Common Stock|NASDAQ
FBND|Fidelity Total Bond ETF|ARCA
FBNK|FaceBank Group, Inc. Common Stock|U
FBOHF|Forbo Holding Ag Ordinary Shares|U
FBOHY|Forbo Holding Ag Unsponsored ADR (Switzerland)|U
FBOO|First Bank of Ohio (OH) Common Stock|U
FBOP|Media Central Corporation Inc. Common Stock|U
FBP|First BanCorp.|NYSE
FBPA|Farmers Bank (Appomatto, VA) Common Stock|U
FBPI|First Bancorp of Indiana, Inc. Common Stock|U
FBPRL|First BanCorp. 7.00% Non-cumulative Perpetual Monthly Income Preferred Stock Series E|U
FBPRM|First BanCorp. Preferred Stock|U
FBPRN|First BanCorp. Noncumulative Perpetual Monthly Income Pfd Series D|U
FBPRO|First BanCorp. Preferred Stock|U
FBPRP|First BanCorp. Preferred Stock|U
FBRKF|FBR Ltd Ordinary Shares|U
FBSE|Fastbase Inc. Common Stock|U
FBSFF|Fabasoft Ag Puchenau Ordinary Shares (Austria)|U
FBSI|First Bancshares, Inc. Common Stock|U
FBSS|Fauquier Bankshares, Inc. Common Stock|NASDAQ
FBT|First Trust NYSE Arca Biotechnology Index Fund|ARCA
FBTT|First Bankers Trustshares, Inc. Common Stock|U
FBVA|Farmers Bankshares Inc. (Va) Common Stock|U
FBVI|Fcn Banc Corp Brooksville In Common Stock|U
FBZ|First Trust Brazil AlphaDEX Fund|NASDAQ
FC|Franklin Covey Company|NYSE
FCA|First Trust China AlphaDEX Fund|NASDAQ
FCAA|Ficaar Inc Common Stock|U
FCAL|First Trust Exchange-Traded Fund III First Trust California Municipal High Income ETF|NASDAQ
FCAN|First Trust Canada AlphaDex Fund|NASDAQ
FCAP|First Capital, Inc. Common Stock|NASDAQ
FCAU|FIAT CHRYSLER AUTOMOBILES N.V.|NYSE
FCBBF|FINECOBANK BANCA FINECO SPA Ordinary Shares (Italy)|U
FCBC|First Community Bankshares, Inc. (VA) Common Stock|NASDAQ
FCBI|Frederick County Bancorp, Inc. (MD) Common Stock|U
FCBP|First Choice Bancorp Common Stock|NASDAQ
FCCG|Fog Cutter Capital Group, Inc. Common Stock|U
FCCN|Spectral Capital Corporations Common Stock|U
FCCO|First Community Corporation Common Stock|NASDAQ
FCCT|First Community Corporation (TN) Common Stock|U
FCCTO|First Community Corporation (TN) Preferred Series B|U
FCCTP|First Community Corporation (TN) Preferred Series A|U
FCCY|1st Constitution Bancorp (NJ) Common Stock|NASDAQ
FCEF|First Trust Exchange-Traded Fund VIII First Trust CEF Income Opportunity ETF|NASDAQ
FCEL|FuelCell Energy, Inc. Common Stock|NASDAQ
FCELB|FuelCell Energy, Inc. Preferred Series B|U
FCF|First Commonwealth Financial Corporation|NYSE
FCFS|FirstCash, Inc. Common Stock|NASDAQ
FCG|First Trust Natural Gas ETF|ARCA
FCGA|First Commerce Community Bankshares, Inc. (GA) Common Stock|U
FCGD|First Colombia Gold Corp. Common Stock|U
FCGN|FCG Inc Common Stock|U
FCGY|Forecastagility Corporation Common Stock|U
FCHS|First Choice Healthcare Solutions, Inc. (DE) . Common Stock|U
FCIC|FCCC, Inc. Common Stock|U
FCIT|First Citrus Bancorporation Inc Common Stock|U
FCLOF|Firstwave Cloud Technology Ltd Ordinary Shares (Australia)|U
FCMGF|Firm Capital Mortgage Investment Corp Ordinary Shares (Canada)|U
FCMKF|Funcom SE Ordinary Shares|U
FCN|FTI Consulting, Inc.|NYSE
FCNCA|First Citizens BancShares, Inc. Class A Common Stock|NASDAQ
FCNCB|First Citizens BancShares, Inc. Common Stock, Class B|U
FCNE|Four Corners, Inc. Common Stock|U
FCO|Aberdeen Global Income Fund Inc|AMEX
FCOB|1st Colonial Bancorp, Inc. (PA) Common Stock|U
FCODF|Financiere De L Odet Sa Ordinary Shares (France)|U
FCOM|Fidelity MSCI Communication Services Index ETF|ARCA
FCOR|Fidelity Corporate Bond ETF|ARCA
FCPB|First Capital Bancshares Inc. Common Stock|U
FCPI|Fidelity Stocks for Inflation ETF|BATS
FCPT|Four Corners Property Trust, Inc.|NYSE
FCREY|Fletcher Building Ltd Sponsored American Depository Receipt (New Zealand)|U
FCRGF|First Capital Realty, Inc. Ordinary Shares (Canada)|U
FCRM|Franklin Credit Mgmt Corp New Common Stock|U
FCSC|Fibrocell Science Inc. Common Stock|NASDAQ
FCSMF|Focus Graphite, Inc. Ordinary Shares (Canada)|U
FCSUF|FOCUS MINERALS LTD Common Shares Australia (AU)|U
FCT|First Trust Senior Floating Rate Income Fund II|NYSE
FCTR|First Trust Lunt U.S. Factor Rotation ETF|BATS
FCUUF|Fission Uranium Corporation Common Shares (Canada)|U
FCUV|Focus Universal, Inc. Common|U
FCVT|First Trust Exchange-Traded Fund IV First Trust SSI Strategic Convertible Securities ETF|NASDAQ
FCX|Freeport-McMoran Inc.|NYSE
FDBC|Fidelity D & D Bancorp, Inc. Common Stock|NASDAQ
FDBH|Founders Bay Holdings Common Stock|U
FDBL|Friendable, Inc. Common Stock|U
FDCFF|Forum Energy Metals Corp Ordinary Shares|U
FDCHF|Funding Circle Hldgs Ltd Ordinary Shares  (United Kingdom)|U
FDCT|FDCTech Inc Common Stock|U
FDD|First Trust STOXX European Select Dividend Income Fund|ARCA
FDDMF|Fdm Group Plc Brighton Ordinary Shares (United Kingdom)|U
FDEF|First Defiance Financial Corp. Common Stock|NASDAQ
FDEI|Fidelis Energy, Inc. Common Stock|U
FDEM|Fidelity Targeted Emerging Markets Factor ETF|BATS
FDEU|First Trust Dynamic Europe Equity Income Fund|NYSE
FDEV|Fidelity Targeted International Factor ETF|BATS
FDFT|Foodfest International 2000, Inc.  Common Stock|U
FDGMD|SOUTHSTONE MINERALS LTD Common Shares|U
FDHC|Fidelity Holding Corp. (NEW) Common Stock|U
FDHY|Fidelity High Yield Factor ETF|ARCA
FDIAY|UnipolSai Assicurazioni Spa Ord Unsponsored ADR (Italy)|U
FDIS|Fidelity MSCI Consumer Discretionary Index ETF|ARCA
FDIT|Findit, Inc. Common Stock|U
FDIV|First Trust Exchange-Traded Fund IV First Trust Strategic Income ETF|NASDAQ
FDL|First Trust Morningstar Dividend Leaders Index Fund|ARCA
FDLB|Fidelity Federal Bancorp New Common Stock|U
FDLO|Fidelity Low Volatility Factor ETF|ARCA
FDM|First Trust Dow Jones Select MicroCap Index Fund|ARCA
FDMF|Freedom Energy Holdings, Inc. Common Stock|U
FDMO|Fidelity Momentum Factor ETF|ARCA
FDMQF|Freedom Oil & Gas Ltd. Ordinary Shares|U
FDMSF|Fandom Sports Media Corp. Ordinary Shares|U
FDN|First Trust Dow Jones Internet Index Fund ETF|ARCA
FDNI|First Trust Exchange-Traded Fund II First Trust Dow Jones International Internet ETF|NASDAQ
FDOC|Fuel Doctor Holdings, Inc. Common|U
FDP|Fresh Del Monte Produce Inc.|NYSE
FDRR|Fidelity Dividend ETF for Rising Rates|ARCA
FDRVF|First Derivatives PLC Ordinary Shares (United Kingdom)|U
FDS|Factset Research Systems|NYSE
FDT|First Trust Developed Markets ex-US AlphaDEX Fund|NASDAQ
FDTC|FNDS3000 Corp. Common Stock|U
FDTS|First Trust Developed Markets ex-US Small Cap AlphaDex Fund|NASDAQ
FDUS|Fidus Investment Corporation Common Stock|NASDAQ
FDUSG|Fidus Investment Corporation 5.375% Notes Due 2024|NASDAQ
FDUSL|Fidus Investment Corporation 5.875% Notes due 2023|NASDAQ
FDUSZ|Fidus Investment Corporation 6% Notes due 2024|NASDAQ
FDVA|Freedom Bank of Virginia Common Stock|U
FDVV|Fidelity High Dividend ETF|ARCA
FDVXF|American Battery Metals Corp Common Shares|U
FDX|FedEx Corporation|NYSE
FE|FirstEnergy Corp.|NYSE
FECCF|Frontera Energy Corp Ordinary Shares|U
FECGF|FORTUNET E-COMM GROUP LTD Ordinary Shares (Cayman Islands)|U
FECHF|Fidelity China Special Situations PLC Ordinary Shares (United Kingdom)|U
FECOF|FEC Resources Inc. Ordinary Shares (Canada)|U
FEDC|Federal Casters Corp Unclassified|U
FEDOF|FEED ONE CO LTD Common Stock (Japan)|U
FEDU|Four Seasons Education (Cayman) Inc. American depositary shares, each two ADSs representing one ordi|NYSE
FEERF|Freeport Res Inc (F) Ordinary Shares|U
FEEXF|Ferrexpo plc, London Ordinary Shares (United Kingdom)|U
FEEXY|Ferrexpo plc, London American Depositary Share (Unsponsored) (United Kingdom)|U
FEGYW|Foresight Energy LP Warrant Exp 10/02/2027|U
FEHZY|Far East Horizon Ltd Unsponsored ADR (Hong Kong)|U
FEI|FIRST TRUST MLP AND ENERGY INCOME FUND|NYSE
FEIFF|FORTALEZA ENERGY INC  Ordinary Shares (Canada)|U
FEIM|Frequency Electronics, Inc. Common Stock|NASDAQ
FEIOF|Feintool International Holding Ag Lyss Reg Shares (Switzerland)|U
FEKR|Fertil A Chron Inc Common Stock|U
FELE|Franklin Electric Co., Inc. Common Stock|NASDAQ
FELPU|FORESIGHT ENERGY LP COM UNIT REPSTG LTD PARTNER INTS|U
FELTF|Fuji Electric Holdings Co Ltd Ordinary Shares (Japan)|U
FELTY|Fuji Electric Holdings Co Ltd Unsponsored ADR (Japan)|U
FEM|First Trust Emerging Markets AlphaDEX Fund|NASDAQ
FEMB|First Trust Exchange-Traded Fund III First Trust Emerging Markets Local Currency Bond ETF|NASDAQ
FEMS|First Trust Developed Markets Small Cap AlphaDex Fund|NASDAQ
FEN|First Trust Energy Income and Growth Fund|AMEX
FENC|Fennec Pharmaceuticals Inc. Common Stock|NASDAQ
FENG|PHOENIX NEW MEDIA LIMITED|NYSE
FENY|Fidelity MSCI Energy Index ETF|ARCA
FEO|First Trust/Aberdeen Emerging Opportunity Fund|NYSE
FEOTF|Far Eastone Telecommunication Co Ltd Common Shares (Taiwan)|U
FEOVF|Oceanic Iron Ore Corp. Ordinary Shares (Canada)|U
FEP|First Trust Europe AlphaDEX Fund|NASDAQ
FEPTY|Far East Pharmaceutical Technology Company Ltd Sponsored ADR (Cayman Islands)|U
FEQT|First Equities Corp Common Stock|U
FERD|Ferd Corp. Common Stock|U
FERGY|Ferguson plc American Depositary Receipts - Sponsored|U
FERL|FEARLESS FILMS, INC. Common Stock|U
FERN|Fernhill Corp. Common Stock|U
FESNF|First Real Estate Investment Trust Units (Singapore)|U
FESTF|Hybrid Kinetic Group Ltd Ordinary Shares (Bermuda)|U
FET|FORUM ENERGY TECHNOLOGIES, INC.|NYSE
FETLF|Far Eastone Telecommunications Co. Ltd. Sponsored Reg S GDR (Taiwan) New|U
FETM|Fentura Financial inc|U
FEUL|Credit Suisse FI Enhanced Europe 50 Exchange Traded Notes due May 11, 2028 Linked to the STOXX Europ|ARCA
FEUZ|First Trust Exchange-Traded AlphDEX Fund II First Trust Eurozone AlphaDEX ETF|NASDAQ
FEWP|Far East Wind Power Corp.  Common Stock|U
FEX|First Trust Large Cap Core AlphaDEX Fund|NASDAQ
FEXXF|Fjordland Exploration Inc Ordinary Shares|U
FEYE|FireEye, Inc. Common Stock|NASDAQ
FEZ|SPDR EURO STOXX 50 ETF|ARCA
FF|Future Fuel Corporation|NYSE
FFA|First Trust Enhanced Equity Income Fund.|NYSE
FFBC|First Financial Bancorp. Common Stock|NASDAQ
FFBW|FFBW, Inc. Common Stock|NASDAQ
FFC|Flaherty & Crumrine Preferred and Income Securities Fund Incorporated|NYSE
FFCNF|Fast Finance24 Holdin Ag Common Shares (Germany Federal Republic)|U
FFDF|FFD Financial Corporation Common Stock|U
FFDGF|1414 DEGREES LTD Ordinary Shares Australia(AU )|U
FFEU|Barclays ETN+ FI Enhanced Europe 50 ETN Series C|ARCA
FFG|FBL Financial Group|NYSE
FFHCF|First Financial Holding Company Ltd Ordinary Shares Taiwan (TW)|U
FFHG|Formula Folios Hedged Growth ETF|BATS
FFHHF|FFI Hldgs PLC Ordinary Shares (United Kingdom)|U
FFHL|Fuwei Films (Holdings) Co., Ltd. Ordinary Shares|NASDAQ
FFHMY|First Financial Holding Co. Ltd. GDR Reg S (Taiwan)|U
FFIC|Flushing Financial Corporation Common Stock|NASDAQ
FFIN|First Financial Bankshares, Inc. Common Stock|NASDAQ
FFIU|UVA Unconstrained Medium-Term Fixed Income ETF|ARCA
FFIV|F5 Networks, Inc. Common Stock|NASDAQ
FFLO|Free Flow Inc Common Stock|U
FFLWF|Fire & Flower Holdings Corporation (Canada)|U
FFMGF|First Mining Gold Corp. Ordinary Shares|U
FFMH|First Fmrs & Merchants Corp Common Stock|U
FFMR|First Farmers Finl Corp Unclassified|U
FFNTF|4Front Ventures Corp Ordinary Shares|U
FFNW|First Financial Northwest, Inc. Common Stock|NASDAQ
FFPM|FFP Marketing Company, Inc. Common Stock|U
FFR|First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund|ARCA
FFRMF|Future Farm Technologies Inc Ordinary Shares|U
FFSG|FormulaFolios Smart Growth ETF|BATS
FFTG|FormulaFolios Tactical Growth ETF|BATS
FFTI|FormulaFolios Tactical Income ETF|BATS
FFTTF|Fatfish Blockchain Ltd Ordinary Shares|U
FFTY|Innovator IBD 50 ETF|ARCA
FFWC|FFW Corporation Common Stock|U
FFWM|First Foundation Inc. Common Stock|NASDAQ
FFXDF|FAIRFAX INDIA HLDGS CORP Ordinary Shares Sub Voting (Canada)|U
FFXXF|Fairfax Africa Hldgs Corp Ordinary Shares Sub Vtg (Canada)|U
FFZY|Fansfrenzy Corporation Common Stock|U
FG|FGL Holdings Ordinary Shares|NYSE
FG WS|FGL Holdings Warrants exercisable for one Ordinary Share at a price of $11.50 per share|NYSE
FGB|First Trust Specialty Finance and Financial Opportunities Fund|NYSE
FGBDF|First Global Data Ltd. Common Stock (Canada)|U
FGBI|First Guaranty Bancshares, Inc. Common Stock|NASDAQ
FGCN|Flagship Global Corporation Common Stock|U
FGCO|Financial Gravity Companies, Inc. Common Stock|U
FGD|First Trust Dow Jones Global Select Dividend Index Fund|ARCA
FGEB|First General Bank Com|U
FGELF|Fujitsu General Ltd Ordinary Shares (Japan)|U
FGEN|FibroGen, Inc Common Stock|NASDAQ
FGETF|Flight Centre Ltd Ordinary Shares|U
FGFH|Foresight Financial Group, Inc. Common Stock|U
FGFI|First Greenwich Financial, Inc. Common Stock|U
FGFT|FG Fitness & Media Group, Inc Common Stock|U
FGHRY|FLIGHT CENTRE TRAVEL GROUP LTD American Depositary Receipts - Unsponsored (Australia)|U
FGM|First Trust Germany AlphaDex Fund|NASDAQ
FGNV|Forge Innovation Dev Corp Common Stock|U
FGOVF|Freegold Ventures, Ltd. Ordinary Shares (Canada)|U
FGP|Ferrellgas Partners, L.P.|NYSE
FGPHF|First Graphene Ltd Ordinary Shares|U
FGPPF|Frontier IP Group Plc Common Shares (United Kingdom)|U
FGRBF|Sa Fromageries Bel La Vache Qui Rit  Ordinary Shares (France)|U
FGROF|Firstgroup Plc Ordinary Shares|U
FGROY|Firstgroup Plc Unsponsored ADR (UK)|U
FGRRF|Fingerprint Cards AB Ordinary Shares AK B (Sweden)|U
FGSGF|FLAT GLASS GROUP CO LTD Flat Glass/Bearer/Shs H/06865 (China)|U
FGWLF|FLUGHAFEN WIEN AKTIENGESELLSCHAFT Ordinary Shares|U
FHAI|Fountain Healthy Aging, Inc. Common Stock|U
FHB|First Hawaiian, Inc. Common Stock|NASDAQ
FHBC|Fernhill Beverage, Inc. Common Stock|U
FHBI|First Home Bancorp, Inc Common Stock|U
FHGDF|Founder Holdings Ltd Ordinary Shares|U
FHILF|Freehill Mining Ltd Ordinary Shares (Australia)|U
FHK|First Trust Hong Kong AlphaDex|NASDAQ
FHLB|Friendly Hills Bank (CA) Common Stock|U
FHLC|Fidelity MSCI Health Care Index ETF|ARCA
FHLIF|F H L I Kyriakidis Marbles Granites SA Ordinary Shares (Registered with Vote)|U
FHN|First Horizon National Corporation|NYSE
FHN PRA|FIRST HORIZON NATIONAL CORPORATION Depositary Shares each representing a 1/4,000th interest in a sha|NYSE
FHNIY|The Foschini Group Ltd American Depositary Shares|U
FHRT|First Hartford Corp Unclassified|U
FI|FRANK'S INTERNATIONAL N.V.|NYSE
FIBH|First Bancshares Inc Ohio|U
FIBK|First Interstate BancSystem, Inc. Class A Common Stock|NASDAQ
FIBR|iShares Edge U.S. Fixed Income Balanced Risk ETF|BATS
FICO|Fair Isaac Corporation|NYSE
FID|First Trust Exchange-Traded Fund VI First Trust S&P International Dividend Aristocrats ETF|NASDAQ
FIDI|Fidelity International High Dividend ETF|ARCA
FIDS|FNB, Inc. (Dennison, OH) Common Stock|U
FIDU|Fidelity MSCI Industrials Index ETF|ARCA
FIEB|First IC Corporation Common Stock|U
FIEC|Frontier National Corporation Common Stock|U
FIEE|FI Enhanced Europe 50 ETN|ARCA
FIEGF|FI Enhanced Global High Yield ETN Lkd due 10/11/2023 (MSCI World High Dvd Yield USD Gross Total Return Index) (Germany)|U
FIEIF|Nordic Gold Inc Ordinary Shares|U
FIF|FIRST TRUST ENERGY INFRASTRUCTURE FUND|NYSE
FIFG|First Foods Group, Inc. Common Stock|U
FIGM|Future International Group Corp. Common Stock|U
FIGR|First Natl Bk Groton N Y Common Stock|U
FIHD|UBS AG FI Enhanced Global High Yield ETN|ARCA
FII|Federated Investors, Inc.|NYSE
FIISO|Financial Institutions Inc 8.48% Preferred Stock, Series B-1|U
FIISP|Financial Institutions Inc 3% Preferred Stock|U
FILL|iShares MSCI Global Energy Producers ETF|ARCA
FIND|FindEx.com, Inc. Common Stock|U
FINGF|Finning Intl Inc Ordinary Shares|U
FINMF|Leonardo SPA Ordinary Shares|U
FINMY|Leonardo S.P.A. American Depositary Receipts - Unsponsored|U
FINN|First National of Nebraska, Inc. Common Stock|U
FINS|Angel Oak Financial Strategies Income Term Trust|NYSE
FINU|ProShares UltraPro Financial Select Sector|ARCA
FINV|FinVolution Group American depositary shares, each representing five Class A ordinary shares|NYSE
FINX|Global X Funds Global X FinTech ETF|NASDAQ
FINZ|ProShares UltraPro Short Financial Select Sector|ARCA
FIOGF|Fiore Gold Ltd Ordinary Shares (Canada)|U
FIRRF|First Tractor Co Ltd Cny Ordinary Shares|U
FIRRY|First Tractor Co Ltd Cny Unsponsored ADR (China)|U
FIRZF|Firebird Resources Inc Ordinary Shares (Canada)|U
FIS|Fidelity National Information Services, Inc.|NYSE
FISB|1st Capital Bank (CA) Common Stock|U
FISI|Financial Institutions, Inc. Common Stock|NASDAQ
FISK|Empire State Realty OP, L.P. Series 250|ARCA
FISOF|Fission 3.0 Corp Common Shares|U
FISR|SPDR SSGA Fixed Income Sector Rotation ETF|ARCA
FISV|Fiserv, Inc. Common Stock|NASDAQ
FIT|Fitbit, Inc. Class A common stock|NYSE
FITB|Fifth Third Bancorp Common Stock|NASDAQ
FITBI|Fifth Third Bancorp Depositary Shares|NASDAQ
FITBO|Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K|NASDAQ
FITBP|Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A|NASDAQ
FITE|SPDR S&P Kensho Future Security ETF|ARCA
FITX|Creative Edge Nutrition, Inc. Common Stock|U
FIV|First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest|NYSE
FIVA|Fidelity International Value Factor ETF|ARCA
FIVE|Five Below, Inc. Common Stock|NASDAQ
FIVG|Defiance Next Gen Connectivity ETF|ARCA
FIVN|Five9, Inc. Common Stock|NASDAQ
FIW|First Trust Water ETF|ARCA
FIX|Comfort Systems USA, Inc.|NYSE
FIXD|First Trust Exchange-Traded Fund VIII First Trust TCW Opportunistic Fixed Income ETF|NASDAQ
FIXX|Homology Medicines, Inc. Common Stock|NASDAQ
FIYY|Barclays ETN+ FI Enhanced Global High Yield ETN Series B|ARCA
FIZN|First Citizens Bancshares Inc Common Stock|U
FIZZ|National Beverage Corp. Common Stock|NASDAQ
FJDYF|FIJI DIE COMPANY LTD (Japan)|U
FJHL|Fovea Jewelry Holdings, Ltd. Common Stock|U
FJIOF|Fujicco Co., Ltd. Ordinary Shares (Japan)|U
FJNK|Pacific Global Focused High Yield ETF|ARCA
FJP|First Trust Japan AlphaDEX Fund|NASDAQ
FJSGF|FUJII SANGYO CORP Shs (Japan)|U
FJTCY|Fujitec Co Ltd  American Depositary Receipts - Unsponsored|U
FJTNF|Fuji Media Holdings Inc Ordinary Shares|U
FJTNY|Fuji Media Holdings, Inc. ADR (Japan)|U
FJTSF|Fujitsu Ltd Ordinary Shares|U
FJTSY|Fujitsu Ltd ADR|U
FKCIF|Fukui Computer Holdings Inc Ordinary Shares (Japan)|U
FKDNF|FUJITSU FRONTECH LTD SHS (Japan)|U
FKKEF|Charter Hall Ed Tr Unit|U
FKKFF|Fukuoka Financial Group Inc, Fukuoka Common Shares (Japan)|U
FKKFY|Fukuoka Financial Group Inc, Fukuoka Unsponsored ADR (Japan)|U
FKO|First Trust South Korea AlphaDEX Fund|NASDAQ
FKRAF|Fiskars OY Ordinary Shares|U
FKU|First Trust United Kingdom AlphaDex Fund|NASDAQ
FKWL|Franklin Wireless Corp. Common Stock|U
FKYS|First Keystone Corp Common Stock|U
FL|Foot Locker, Inc.|NYSE
FLAF|Farm Lands of Africa, Inc. Common stock|U
FLAG|FLAG-Forensic Accounting Long-Short ETF|ARCA
FLAT|iPath US Treasury Flattener ETN|BATS
FLAU|Franklin FTSE Australia ETF|ARCA
FLAX|Franklin FTSE Asia ex Japan ETF|ARCA
FLBL|Franklin Liberty Senior Loan ETF|BATS
FLBR|Franklin FTSE Brazil ETF|ARCA
FLBSF|IQ AI Ltd Ordinary Shares|U
FLC|Flaherty & Crumrine Total Return Fund Incorporated|NYSE
FLCA|Franklin FTSE Canada ETF|ARCA
FLCB|Franklin Liberty U.S. Core Bond ETF|ARCA
FLCH|Franklin FTSE China ETF|ARCA
FLCN|Falcon Technologies, Inc. Common Stock|U
FLCO|Franklin Liberty Investment Grade Corporate ETF|ARCA
FLCX|flooidCX Corp. Common Shares|U
FLDI|Folkup Dev Inc Common Stock|U
FLDM|Fluidigm Corporation Common Stock|NASDAQ
FLDPF|Frontline Gold Corp Common Shares (Canada)|U
FLDR|Fidelity Low Duration Bond Factor ETF|BATS
FLDYY|Fields Corporation Unsponsored ADR (Japan)|U
FLEE|Franklin FTSE Europe ETF|ARCA
FLEH|Franklin FTSE Europe Hedged ETF|ARCA
FLES|The 4 Less Group Inc. Common Stock|U
FLEU|Barclays ETN+ FI Enhanced Europe 50 ETN Series B|ARCA
FLEUF|Fleury Et Michon Ordinary shares (France)|U
FLEW|Fleetwood Bk Corp Common Stock|U
FLEX|Flex Ltd. Ordinary Shares|NASDAQ
FLFF|Flagstaff Holdings, Inc. Common|U
FLFG|Federal Life Group, Inc. Common Stock|U
FLFR|Franklin FTSE France ETF|ARCA
FLGB|Franklin FTSE United Kingdom ETF|ARCA
FLGE|Credit Suisse FI Large Cap Growth Enhanced Exchange Traded Notes|ARCA
FLGR|Franklin FTSE Germany ETF|ARCA
FLGT|Fulgent Genetics, Inc. Common Stock|NASDAQ
FLGZY|Flughafen Zuerich AG Unsponsored ADR (Switzerland)|U
